AllIntP39,OK,200,3226,https://dev-api.va.gov/services/argonaut/v0/AllergyIntolerance?patient=39
Con0828e835d05f54f8870ff62b65c410b6,OK,200,2841,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/0828e835-d05f-54f8-870f-f62b65c410b6
Con09bcc49e5f7556ccbff086b329f33bac,OK,200,1999,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/09bcc49e-5f75-56cc-bff0-86b329f33bac
Con19f09893b43b59c99e2454b09edaef3a,OK,200,3034,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/19f09893-b43b-59c9-9e24-54b09edaef3a
Con24b959750a3f5773a71cfae679dc3e70,OK,200,3015,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/24b95975-0a3f-5773-a71c-fae679dc3e70
Con2864ce764e26501d9533fbb577d05838,OK,200,3261,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/2864ce76-4e26-501d-9533-fbb577d05838
Con3950f831f20e589a87d38d814123400b,OK,200,3025,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/3950f831-f20e-589a-87d3-8d814123400b
Con39cfea1d8c9e5d64886caff0b0567288,OK,200,2706,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/39cfea1d-8c9e-5d64-886c-aff0b0567288
Con46e02ba8a47d50bfbb8201ee0afd5bd6,OK,200,2919,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/46e02ba8-a47d-50bf-bb82-01ee0afd5bd6
Con4ef8823a187b5a8aa6886ea9c5d46a3d,OK,200,3246,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/4ef8823a-187b-5a8a-a688-6ea9c5d46a3d
Con51f64e68d6e15ce9b7611326001ca41c,OK,200,3201,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/51f64e68-d6e1-5ce9-b761-1326001ca41c
Con5259a6676c235f31aaa10dc028f2496d,OK,200,3042,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/5259a667-6c23-5f31-aaa1-0dc028f2496d
Con564db59472e35cc08fd5b5350d1b8ed8,OK,200,3292,https://dev-api.va.gov/services/fhir/v0/dstu2/Condition/564db594-72e3-5cc0-8fd5-b5350d1b8ed8
